Sample,Organism-name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size,GC.,Replicons,WGS,Scaffolds,Genes,Proteins,Release.Date,Cas_genes,Level,GenBank.FTP,crispr,spacers,cas,IE,IF,IC,other/FP,type_other,Cas_genes,acrIE,acrIF,Acr_genes_hom,nb_hits_hom,nb_other_hom,gbaLC,gbaMC_IE,gbaMC_IF,gbaMC_IC,gbaHC_IE,gbaHC_IF,gbaHC_IC,phage
GCF_003332575.1_ASM333257v1,Pseudomonas aeruginosa,PA157,SAMN08435065 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332575.1 ,6.24884,66.5,-,QDGK01,51,5969,5822,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/575/GCA_003332575.1_ASM333257v1,3,38,1,0,1,0,1,['IIIU'],"[['csx3_TypeIIIU (24694,25572,-)'], ['csy3_TypeIF (39556,40584,-)', 'cas1_TypeIF (46154,47128,-)', 'csy2_TypeIF (40595,41578,-)', 'csy1_TypeIF (41565,42869,-)', 'cas6_TypeIF (38989,39552,-)', 'cas3-cas2_TypeIF (42927,46157,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_003332585.1_ASM333258v1,Pseudomonas aeruginosa,PA102,SAMN08435076 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332585.1 ,6.24535,66.5,-,QDGU01,61,5977,5821,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/585/GCA_003332585.1_ASM333258v1,3,50,1,1,0,0,0,[],"[['cas1_TypeIE (184061,184933,-)', 'cse2_TypeIE (187380,187910,-)', 'cas6_TypeIE (184978,185589,-)', 'cse1_TypeIE (187907,189475,-)', 'cas5_TypeIE (185564,186226,-)', 'cas3_TypeI (189478,192150,-)', 'cas2_TypeIE (183765,184064,-)', 'cas7_TypeIE (186228,187370,-)']]",1,1,['AcrIE4-IF7'],1,1,0,1,0,0,0,0,0,"['vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007133.1||5.73e-25', 'vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007134.1||1.09e-43']"
GCF_003332625.1_ASM333262v1,Pseudomonas aeruginosa,PA149,SAMN08435064 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332625.1 ,6.31456,66.5,-,QDGL01,57,6030,5867,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/625/GCA_003332625.1_ASM333262v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332645.1_ASM333264v1,Pseudomonas aeruginosa,PA82,SAMN08435063 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332645.1 ,6.38686,66.5,-,QDGM01,60,6114,5941,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/645/GCA_003332645.1_ASM333264v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332655.1_ASM333265v1,Pseudomonas aeruginosa,PA40,SAMN08435062 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332655.1 ,6.28127,66.4,-,QDGW01,97,5981,5809,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/655/GCA_003332655.1_ASM333265v1,0,0,0,0,0,0,2,['IIIU'],"[['csx3_TypeIIIU (30241,31119,+)'], ['cas3_TypeI (33957,35297,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332665.1_ASM333266v1,Pseudomonas aeruginosa,PA37,SAMN08435061 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332665.1 ,7.1543,65.9,-,QDGN01,238,7102,6836,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/665/GCA_003332665.1_ASM333266v1,2,16,0,0,0,0,2,[],"[['cas3_TypeI (57161,58732,-)'], ['cas3_TypeI (20843,22183,+)']]",1,2,"['AcrIE3', 'AcrIF4', 'AcrIF11']",3,2,0,0,0,0,0,0,0,[]
GCF_003332705.2_ASM333270v2,Pseudomonas aeruginosa,PA34,SAMN08435059 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332705.2 ,6.81008,66.1,chromosome:NZ_CP032552.1/CP032552.1,-,1,6544,6314,2018/09/27,2018/10/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/705/GCA_003332705.2_ASM333270v2,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332715.1_ASM333271v1,Pseudomonas aeruginosa,PA33,SAMN08435058 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332715.1 ,7.0923,66,-,QDGP01,164,7044,6781,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/715/GCA_003332715.1_ASM333271v1,1,9,0,0,0,0,1,[],"[['cas3_TypeI (52828,54399,-)']]",1,2,"['AcrIF4', 'AcrIE3', 'AcrIF11']",3,2,0,0,0,0,0,0,0,[]
GCF_003332735.1_ASM333273v1,Pseudomonas aeruginosa,PA32,SAMN08435057 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332735.1 ,7.10146,66,-,QDGX01,154,7048,6784,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/735/GCA_003332735.1_ASM333273v1,1,9,0,0,0,0,2,[],"[['cas3_TypeI (20843,22183,+)'], ['cas3_TypeI (10366,11937,+)']]",1,2,"['AcrIE3', 'AcrIF4', 'AcrIF11']",3,2,0,0,0,0,0,0,0,[]
GCF_003332755.1_ASM333275v1,Pseudomonas aeruginosa,PA35,SAMN08435060 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332755.1 ,7.09466,66,-,QDGO01,154,7035,6779,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/755/GCA_003332755.1_ASM333275v1,1,9,0,0,0,0,2,[],"[['cas3_TypeI (20843,22183,+)'], ['cas3_TypeI (10366,11937,+)']]",1,2,"['AcrIE3', 'AcrIF4', 'AcrIF11']",3,2,0,0,0,0,0,0,0,[]
GCF_003332785.1_ASM333278v1,Pseudomonas aeruginosa,PA31,SAMN08435056 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332785.1 ,7.10045,66,-,QDGQ01,136,7039,6784,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/785/GCA_003332785.1_ASM333278v1,1,9,0,0,0,0,2,[],"[['cas3_TypeI (20843,22183,+)'], ['cas3_TypeI (52828,54399,-)']]",1,2,"['AcrIF4', 'AcrIE3', 'AcrIF11']",3,2,0,0,0,0,0,0,0,[]
GCF_003332795.1_ASM333279v1,Pseudomonas aeruginosa,PA17,SAMN08435055 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332795.1 ,6.36041,66.4,-,QDGR01,58,6087,5938,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/795/GCA_003332795.1_ASM333279v1,3,43,1,0,1,0,2,['IIIU'],"[['csx3_TypeIIIU (30067,30945,+)'], ['cas3a_TypeI (1725,3647,-)'], ['csy1_TypeIF (36851,38155,+)', 'cas3-cas2_TypeIF (33563,36793,+)', 'csy2_TypeIF (38142,39125,+)', 'cas6_TypeIF (40168,40731,+)', 'cas1_TypeIF (32592,33566,+)', 'csy3_TypeIF (39136,40164,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,1,0,0,0,0,[]
GCF_003340635.1_ASM334063v1,Pseudomonas aeruginosa,nmrcch-6-2018,SAMN09695392 ,PRJNA482072,Proteobacteria,Gammaproteobacteria,GCA_003340635.1 ,6.59761,66.2,-,QPLW01,87,6395,6215,2018/07/25,2019/09/01,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/340/635/GCA_003340635.1_ASM334063v1,0,0,0,0,0,0,2,[],"[['cas3_TypeI (21720,23069,-)'], ['cas3_TypeI (3332,4672,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003347525.1_ASM334752v1,Pseudomonas aeruginosa,LV,SAMN08930812 ,PRJNA450135,Proteobacteria,Gammaproteobacteria,GCA_003347525.1 ,6.46823,66.4,-,QBLE01,72,6197,6016,2018/07/31,2018/08/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/525/GCA_003347525.1_ASM334752v1,0,0,0,0,0,0,2,[],"[['cas3_TypeI (21703,23052,-)'], ['cas3_TypeI (66074,67645,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_003369735.1_ASM336973v1,Pseudomonas aeruginosa,Y89,SAMN09469733 ,PRJNA477434,Proteobacteria,Gammaproteobacteria,GCA_003369735.1 ,6.95467,66.0259,chromosome:NZ_CP030913.1/CP030913.1; plasmid pY89:NZ_CP030914.1/CP030914.1,-,2,6668,6467,2018/08/10,2018/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/735/GCA_003369735.1_ASM336973v1,0,0,0,0,0,0,1,[],"[['cas3a_TypeI (8677,10599,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003369755.1_ASM336975v1,Pseudomonas aeruginosa,Y82,SAMN09469732 ,PRJNA477432,Proteobacteria,Gammaproteobacteria,GCA_003369755.1 ,7.10686,65.8,chromosome:NZ_CP030912.1/CP030912.1,-,1,6879,6637,2018/08/10,2018/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/755/GCA_003369755.1_ASM336975v1,0,0,0,0,0,0,0,[],[],1,2,"['AcrIF2', 'AcrIE4-IF7']",2,2,0,0,0,0,0,0,0,[]
GCF_003369775.1_ASM336977v1,Pseudomonas aeruginosa,Y31,SAMN09469677 ,PRJNA477422,Proteobacteria,Gammaproteobacteria,GCA_003369775.1 ,6.83108,66.2,chromosome:NZ_CP030910.1/CP030910.1,-,1,6493,6322,2018/08/10,2018/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/775/GCA_003369775.1_ASM336977v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003397445.1_ASM339744v1,Pseudomonas aeruginosa,AUH-PA28,SAMN09205335 ,PRJNA471221,Proteobacteria,Gammaproteobacteria,GCA_003397445.1 ,7.00772,66,-,QFTF01,118,6773,6555,2018/08/16,2018/08/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/445/GCA_003397445.1_ASM339744v1,3,65,1,0,1,0,2,[],"[['cas3_TypeI (2356,4572,-)'], ['csy1_TypeIF (42356,43660,-)', 'csy2_TypeIF (41386,42369,-)', 'cas6_TypeIF (39780,40343,-)', 'cas1_TypeIF (46945,47919,-)', 'cas3-cas2_TypeIF (43718,46948,-)', 'csy3_TypeIF (40347,41375,-)'], ['cas3_TypeI (21698,23047,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003397485.1_ASM339748v1,Pseudomonas aeruginosa,AUH-PA45,SAMN09205337 ,PRJNA471223,Proteobacteria,Gammaproteobacteria,GCA_003397485.1 ,7.00941,66,-,QFTH01,120,6779,6551,2018/08/16,2018/08/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/485/GCA_003397485.1_ASM339748v1,3,65,1,0,1,0,3,[],"[['cas3_TypeI (60734,62305,+)'], ['cas3_TypeI (2356,4572,-)'], ['csy2_TypeIF (41403,42386,-)', 'csy1_TypeIF (42373,43677,-)', 'cas1_TypeIF (46962,47936,-)', 'cas3-cas2_TypeIF (43735,46965,-)', 'csy3_TypeIF (40364,41392,-)', 'cas6_TypeIF (39797,40360,-)'], ['cas3_TypeI (21697,23046,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003397505.1_ASM339750v1,Pseudomonas aeruginosa,AUH-PA43,SAMN09205336 ,PRJNA471222,Proteobacteria,Gammaproteobacteria,GCA_003397505.1 ,6.64737,66.3,-,QFTG01,189,6389,6159,2018/08/16,2018/08/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/505/GCA_003397505.1_ASM339750v1,1,10,0,0,0,0,2,[],"[['cas3_TypeI (14960,16309,+)'], ['cas3_TypeI (12738,17084,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003397515.1_ASM339751v1,Pseudomonas aeruginosa,AUH-PA16,SAMN09205305 ,PRJNA471218,Proteobacteria,Gammaproteobacteria,GCA_003397515.1 ,7.00789,66,-,QFTE01,125,6779,6551,2018/08/16,2018/08/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/515/GCA_003397515.1_ASM339751v1,3,64,1,0,1,0,3,[],"[['cas3_TypeI (54804,56144,-)'], ['cas3_TypeI (2356,4572,-)'], ['csy1_TypeIF (42356,43660,-)', 'csy3_TypeIF (40347,41375,-)', 'cas6_TypeIF (39780,40343,-)', 'cas3-cas2_TypeIF (43718,46948,-)', 'csy2_TypeIF (41386,42369,-)', 'cas1_TypeIF (46945,47919,-)'], ['cas3_TypeI (21697,23046,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003397525.1_ASM339752v1,Pseudomonas aeruginosa,AUH-PA120,SAMN09205339 ,PRJNA471224,Proteobacteria,Gammaproteobacteria,GCA_003397525.1 ,6.624,66.1,-,QFTI01,122,6324,6081,2018/08/16,2018/08/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/525/GCA_003397525.1_ASM339752v1,0,0,0,0,0,0,4,['ID'],"[['cas3_TypeID (24640,30975,+)'], ['cas3_TypeI (24402,25973,+)'], ['cas3_TypeI (14960,16309,+)'], ['cas3_TypeI (3383,4723,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003397565.1_ASM339756v1,Pseudomonas aeruginosa,AUH-PA132,SAMN09205342 ,PRJNA471225,Proteobacteria,Gammaproteobacteria,GCA_003397565.1 ,6.98393,65.9,-,QFTJ01,139,6757,6485,2018/08/16,2018/08/21,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/565/GCA_003397565.1_ASM339756v1,0,0,0,0,0,0,4,[],"[['cas3_TypeI (69271,70620,+)'], ['cas3_TypeI (55066,56637,+)'], ['cas3_TypeI (12738,17084,-)'], ['cas3_TypeI (20953,22293,+)']]",0,1,['AcrIF3'],1,0,0,0,0,0,0,0,0,[]
GCF_003402255.1_ASM340225v1,Pseudomonas aeruginosa,AUH-PA15,SAMN09205304 ,PRJNA471217,Proteobacteria,Gammaproteobacteria,GCA_003402255.1 ,7.00552,66,-,QFVU01,116,6773,6553,2018/08/17,2018/08/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/255/GCA_003402255.1_ASM340225v1,3,65,1,0,1,0,4,[],"[['cas3_TypeI (60496,61836,+)'], ['cas3_TypeI (2356,4572,-)'], ['csy3_TypeIF (40347,41375,-)', 'csy2_TypeIF (41386,42369,-)', 'cas1_TypeIF (46945,47919,-)', 'cas6_TypeIF (39780,40343,-)', 'cas3-cas2_TypeIF (43718,46948,-)', 'csy1_TypeIF (42356,43660,-)'], ['cas3_TypeI (21699,23048,-)'], ['cas3_TypeI (19818,21488,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003402275.1_ASM340227v1,Pseudomonas aeruginosa,M12,SAMN08636335 ,PRJNA436965,Proteobacteria,Gammaproteobacteria,GCA_003402275.1 ,6.58851,66.1,-,PXUH01,404,6418,6016,2018/08/17,2019/11/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/275/GCA_003402275.1_ASM340227v1,4,41,1,0,1,0,6,['ID'],"[['cas3_TypeI (3082,4422,-)'], ['cas3_TypeID (15962,22297,-)'], ['cas3a_TypeI (66540,68459,+)'], ['cas3_TypeI (15488,17158,-)'], ['cas6_TypeIF (1074,1637,-)', 'csy3_TypeIF (1641,2669,-)', 'cas3-cas2_TypeIF (5378,8608,-)', 'cas1_TypeIF (8605,9579,-)', 'csy1_TypeIF (3650,4633,-)', 'csy2_TypeIF (2680,3663,-)'], ['cas3_TypeI (17690,21142,+)'], ['cas3_TypeI (11126,12697,+)']]",0,0,[],0,0,0,0,1,0,0,0,0,[]
GCF_003402335.1_ASM340233v1,Pseudomonas aeruginosa,L25,SAMN08636326 ,PRJNA436965,Proteobacteria,Gammaproteobacteria,GCA_003402335.1 ,6.57294,66.2,-,PXUG01,103,6218,6020,2018/08/17,2019/11/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/335/GCA_003402335.1_ASM340233v1,4,41,1,0,1,0,3,[],"[['cas3a_TypeI (1706,3625,-)'], ['cas3_TypeI (21662,23011,-)'], ['cas3-cas2_TypeIF (5362,8592,-)', 'csy2_TypeIF (2680,3663,-)', 'csy1_TypeIF (3650,4951,-)', 'csy3_TypeIF (1641,2669,-)', 'cas6_TypeIF (1074,1637,-)', 'cas1_TypeIF (8589,9563,-)'], ['cas3_TypeI (11126,12697,+)']]",0,0,[],0,0,0,0,5,0,0,0,0,[]
GCF_003408495.1_ASM340849v1,Pseudomonas aeruginosa,Y71,SAMN09469727 ,PRJNA477430,Proteobacteria,Gammaproteobacteria,GCA_003408495.1 ,6.94095,66,chromosome:NZ_CP030911.1/CP030911.1,-,1,6684,6464,2018/08/20,2018/08/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/408/495/GCA_003408495.1_ASM340849v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003410435.1_ASM341043v1,Pseudomonas aeruginosa,PABL092,SAMN09831402 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410435.1 ,6.73499,66.1,-,QVBE01,214,6561,6329,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/435/GCA_003410435.1_ASM341043v1,1,9,0,0,0,0,6,"['IIIU', 'ID']","[['cas3_TypeI (20107,21777,-)'], ['csx3_TypeIIIU (42274,43152,+)'], ['cas3_TypeID (15954,22289,-)'], ['cas3_TypeI (10744,12315,+)'], ['cas3_TypeI (55855,57204,-)'], ['cas3_TypeI (20768,22108,+)']]",2,3,"['AcrIE3', 'AcrIF2', 'AcrIE4-IF7', 'AcrIF11']",4,4,0,0,0,0,0,0,0,[]
GCF_003410445.1_ASM341044v1,Pseudomonas aeruginosa,PABL105,SAMN09831414 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410445.1 ,6.88819,66.1,-,QVAS01,123,6658,6475,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/445/GCA_003410445.1_ASM341044v1,3,40,1,0,1,0,2,['ID'],"[['cas3_TypeID (21096,27311,-)'], ['cas3_TypeI (27413,28984,+)'], ['csy1_TypeIF (5541,6842,+)', 'csy2_TypeIF (6829,7812,+)', 'cas1_TypeIF (929,1903,+)', 'cas6_TypeIF (8855,9418,+)', 'cas3-cas2_TypeIF (1900,5130,+)', 'csy3_TypeIF (7823,8851,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003410475.1_ASM341047v1,Pseudomonas aeruginosa,PABL107,SAMN09831416 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410475.1 ,6.61882,66.3,-,QVAQ01,126,6348,6158,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/475/GCA_003410475.1_ASM341047v1,0,0,0,0,0,0,1,[],"[['cas3a_TypeI (426,2345,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_003410485.1_ASM341048v1,Pseudomonas aeruginosa,PABL108,SAMN09831417 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410485.1 ,6.62628,66.2,-,QVAP01,275,6437,6166,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/485/GCA_003410485.1_ASM341048v1,0,0,0,0,0,0,5,['IIIU'],"[['cas3_TypeI (70792,75138,-)'], ['cas3_TypeI (62369,63940,+)'], ['cas3_TypeI (1005,2354,+)'], ['cas3_TypeI (12332,13672,-)'], ['csx3_TypeIIIU (6369,7247,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003410505.1_ASM341050v1,Pseudomonas aeruginosa,PABL090,SAMN09831400 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410505.1 ,6.83515,66.1,-,QVBG01,179,6569,6360,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/505/GCA_003410505.1_ASM341050v1,3,66,1,0,1,0,3,"['ID', 'IIIU']","[['cas3_TypeI (2181,4397,-)'], ['cas3_TypeID (34451,40642,+)'], ['csx3_TypeIIIU (6346,7224,-)'], ['csy2_TypeIF (7630,8613,+)', 'csy1_TypeIF (6339,7643,+)', 'cas3-cas2_TypeIF (3051,6281,+)', 'cas6_TypeIF (9656,10219,+)', 'csy3_TypeIF (8624,9652,+)', 'cas1_TypeIF (2080,3054,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003410515.1_ASM341051v1,Pseudomonas aeruginosa,PABL103,SAMN09831412 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410515.1 ,6.71409,66.2,-,QVAU01,202,6559,6328,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/515/GCA_003410515.1_ASM341051v1,2,45,1,1,0,0,4,['IIIU'],"[['cas3_TypeI (55844,57184,+)'], ['csx3_TypeIIIU (24639,25517,-)'], ['cas3_TypeI (980,2329,+)'], ['cse2_TypeIE (33158,33688,-)', 'cas7_TypeIE (32006,33148,-)', 'cas5_TypeIE (31342,32004,-)', 'cas6_TypeIE (30756,31367,-)', 'cas1_TypeIE (29839,30711,-)', 'cse1_TypeIE (33685,35253,-)', 'cas2_TypeIE (29543,29842,-)'], ['cse2_TypeIE (33158,33688,-)', 'cas7_TypeIE (32006,33148,-)', 'cas5_TypeIE (31342,32004,-)', 'cas6_TypeIE (30756,31367,-)', 'cse1_TypeIE (33685,35253,-)', 'cas2_TypeIE (29543,29842,-)', 'cas3_TypeI (35256,37928,-)']]",1,2,"['AcrIE1', 'AcrIF6', 'AcrIF12']",3,1,0,1,0,0,0,0,0,['vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007133.1||3.17e-43']
GCF_003410555.1_ASM341055v1,Pseudomonas aeruginosa,PABL106,SAMN09831415 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410555.1 ,6.678,66.1,-,QVAR01,203,6484,6281,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/555/GCA_003410555.1_ASM341055v1,0,0,0,0,0,0,2,[],"[['cas3a_TypeI (1394,3313,-)'], ['cas3a_TypeI (415,2334,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_003410565.1_ASM341056v1,Pseudomonas aeruginosa,PABL104,SAMN09831413 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410565.1 ,6.7317,66.1,-,QVAT01,176,6546,6317,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/565/GCA_003410565.1_ASM341056v1,1,9,0,0,0,0,6,"['ID', 'IIIU']","[['cas3_TypeI (20107,21777,-)'], ['cas3_TypeI (55896,57245,-)'], ['csx3_TypeIIIU (42268,43146,+)'], ['cas3_TypeI (10744,12315,+)'], ['cas3_TypeID (15954,22289,-)'], ['cas3_TypeI (34263,35603,-)']]",2,3,"['AcrIE3', 'AcrIE4-IF7', 'AcrIF2', 'AcrIF11']",4,4,0,0,0,0,0,0,0,[]
GCF_003410585.1_ASM341058v1,Pseudomonas aeruginosa,PABL102,SAMN09831411 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410585.1 ,6.42419,66.4,-,QVAV01,126,6228,6050,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/585/GCA_003410585.1_ASM341058v1,2,17,1,0,1,0,1,['IIIU'],"[['csx3_TypeIIIU (28165,29043,-)'], ['csy3_TypeIF (7353,8381,+)', 'cas6_TypeIF (8385,8948,+)', 'cas1_TypeIF (809,1783,+)', 'csy2_TypeIF (6359,7342,+)', 'cas3-cas2_TypeIF (1780,5010,+)', 'csy1_TypeIF (5068,6372,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003410595.1_ASM341059v1,Pseudomonas aeruginosa,PABL101,SAMN09831410 ,PRJNA485889,Proteobacteria,Gammaproteobacteria,GCA_003410595.1 ,6.75673,66.1,-,QVAW01,439,6710,6372,2018/08/21,2019/08/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/595/GCA_003410595.1_ASM341059v1,4,57,2,1,1,0,6,['IIIU'],"[['csy2_TypeIF (27257,28240,+)', 'cas3-cas2_TypeIF (22678,25908,+)', 'csy3_TypeIF (28251,29279,+)', 'cas1_TypeIF (21707,22681,+)', 'csy1_TypeIF (25966,27270,+)', 'cas6_TypeIF (29283,29846,+)'], ['cas3_TypeI (964,2313,+)'], ['cse2_TypeIE (30488,31018,-)', 'cas2_TypeIE (27452,27751,-)', 'cas7_TypeIE (29336,30478,-)', 'cas5_TypeIE (28672,29334,-)', 'cas6_TypeIE (28086,28697,-)', 'cse1_TypeIE (31015,32583,-)'], ['cse2_TypeIE (30488,31018,-)', 'cas2_TypeIE (27452,27751,-)', 'cas7_TypeIE (29336,30478,-)', 'cse1_TypeIE (31015,32583,-)', 'cas5_TypeIE (28672,29334,-)', 'cas6_TypeIE (28086,28697,-)', 'cas3_TypeI (32586,35258,-)'], ['cas3_TypeI (35834,37210,+)'], ['cas3_TypeI (27572,29143,-)'], ['cas3_TypeI (23310,24650,+)'], ['csx3_TypeIIIU (21980,22858,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
